"","X","commGIS","tot_pop","family","male_18_60","fem_18_60","pop_over61","tot_ind","numPrimLivFarm","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","F6_24_sch","M6_24_sch","F15_45_ill","M15_45_ill","propPrimLivFarm","propPrimSec","propSecSec","propTerSec","propQuatSec","Les1_R_Land","pig_fam","garbage","crim_case","dist_sch","KM_Comm","KM_Heal_cent","Province","Commune","year","diffPix","ForPix","areaKM","pop_den","mean_elev","dist_border","habitat","dist_provCap","elc","PA_cat","PA"
"1208",1208,150101,11129,2170,2497,2483,760,0,2080,32,34,27,0,0.572893749923077,0.598203158769231,0.222815079538462,0.188049186692308,0.189790060538462,0.962893992307692,0,0.00346575561538462,0.0365946518461538,0.214676342,0.395650151307692,0,0.00452029638461538,6.666666667,5,5,"Pursat","Boeng Bat Kandaol",2008,0,16,194.9168867,57.0961305016576,8.563508556,118.3437659,"CP",22.30347013,0,"MUA",1
"1209",1209,150104,13706,2861,3146,3295,824,0,1969,44,73,18,0,0.5522656402,0.507666053133333,0.1471523208,0.1353087,0.1361140438,0.84229081,0,0.00388540146666667,0.0561533044,0.200482902666667,0.424687232,0,0.00102858953333333,8.333333333,4.5,3,"Pursat","Me Tuek",2008,0,186,265.0327776,51.7143582168004,7.47919477,116.3373278,"NF",32.34759979,0,"MUA",1
"1210",1210,150105,16873,3140,3491,4090,1093,0,2676,42,83,68,0,0.768691575611111,0.792634927722222,0.0996297692222222,0.0860436064444444,0.168870843,0.9106650615,0,0.00213132566666667,0.0407654891111111,0.297716877666667,0.511197295888889,0,0.00669262927777778,2.666666667,4.5,6.5,"Pursat","Ou Ta Paong",2008,0,533,291.9889247,57.7864383634959,6.89339806,109.2491799,"NF",38.92590101,0,"MUA",1
"1211",1211,150107,16800,3486,3844,4500,1096,0,3314,18,60,100,0,0.6116777173,0.6664053504,0.08418595655,0.08122660295,0.19639884555,0.943133198,0.0038755262,0.00973400965,0.094337712,0.36731489255,0.3984181963,0,0.0019144881,5.1666666665,4.5,4,"Pursat","Snam Preah",2008,0,59,228.9344331,73.3834564443246,10.1423205,121.5798603,"CP",15.06952873,0,"MUA",1
"1212",1212,150109,19843,3890,4238,4945,797,0,3817,122,639,125,0,0.710719772368421,0.716783093263158,0.156499433,0.143401698,0.191530817315789,0.971973965684211,0,0.00219298247368421,0.0155157301052632,0.241647268684211,0.583099810052632,0,0.00144142294736842,9,6,7,"Pursat","Ta Lou",2008,0,685,305.0467956,65.049036037145,30.02615793,89.59723027,"CP",34.57195079,0,"none",0
"1213",1213,150203,6167,1258,1651,1892,518,0,1095,7,28,54,0,0.851086965529412,0.782922259823529,0.0351150529411765,0.0446774701764706,0.177731582705882,0.862025356352941,0.000891265588235294,0.0852313914117647,0.254678510705882,0.534983361235294,0.454259694,0,0.000437965235294118,1.333333333,2,2,"Pursat","Kandieng",2008,0,31,28.26102642,218.215711926007,8.299840792,132.0781842,"CP",12.0849248,0,"MUA",1
"1214",1214,150204,8793,2000,2053,2524,509,0,1833,11,30,41,0,0.542571308583333,0.5337306075,0.255944676,0.245411738666667,0.2085103235,0.921008268916667,0.00205682316666667,0.00198520425,0.101911088083333,0.234743975666667,0.284327128916667,0,0,7.666666667,3,6.5,"Pursat","Kanhchor",2008,0,99,85.42048589,102.937836379474,5.28436019,141.6082553,"CP",19.41178689,0,"MUA",1
"1215",1215,150206,11054,2198,2423,2728,747,0,2084,34,40,125,0,0.581478961411765,0.609233394588235,0.195661878411765,0.198702637117647,0.190586520352941,0.969266120647059,0,0.00126517276470588,0.0203295885882353,0.329295258529412,0.757608565588235,0,0.00359830558823529,5.666666667,3,3,"Pursat","Srae Sdok",2008,0,184,230.32118884,47.9938474426641,5.11634389645455,146.259340427273,"W",33.4951089163636,0,"MUA",1
"1216",1216,150208,6546,1332,1525,1607,430,0,1275,2,14,0,0,0.639274150181818,0.641797756454545,0.102703955909091,0.0866081491818182,0.196106410727273,0.970615375636364,0,0.00892047409090909,0.111210659363636,0.392748131272727,0.684975406090909,0,0.000265041090909091,5.333333333,5,4.5,"Pursat","Sya",2008,-8,490,126.90135665,51.5833728874482,4.6759957649,149.99105164,"W",31.111483684,0,"MUA",1
"1217",1217,150301,9571,1834,2275,2561,778,0,1338,20,112,53,0,0.780812165833333,0.80405853,0.08887617475,0.0833190015,0.155502937166667,0.8011228075,0.000253292833333333,0.104618628666667,0.26001402675,0.411572626666667,0.1267248015,4.42555833333333e-05,0.000845592416666667,3,1.5,2,"Pursat","Anlong Tnaot",2008,0,205,97.12829181,98.5397747828465,29.64675298,151.6478849,"CP",29.00426262,0,"MUA",1
"1218",1218,150302,6997,1357,1505,1652,447,0,1141,17,40,35,0,0.572168866,0.631451909714286,0.173312639285714,0.111417952428571,0.164374655285714,0.984477733142857,0.000397930714285714,0.00996775785714286,0.0995625111428571,0.24866562,0.527114028571429,0,0.000830330714285714,5.666666667,2,2,"Pursat","Ansa Chambak",2008,0,556,213.72581856,32.7382065823541,25.5220668175,168.42834165,"NF",43.45627952,0,"MUA",1
"1219",1219,150304,14133,2885,3180,3090,843,0,2727,23,85,19,0,0.514908252545455,0.537411042,0.217564175,0.295364124545455,0.206151884363636,0.968556734363636,0.00849448763636364,0.004930455,0.0410414436363636,0.191414134363636,0.474112235181818,0,0.000743392454545455,12,3,4,"Pursat","Chheu Tom",2008,0,355,190.836364,74.058212511322,92.26907457,146.5251038,"CP",40.81661553,0,"WS",1
"1220",1220,150306,6512,1317,1608,1750,424,0,1187,6,35,23,0,0.624088580125,0.6793068055,0.2149302395,0.18733099075,0.193527301125,1,0,0,0.0287392835,0.3207317655,0.58244037725,0,0.000323751,3.9166666665,1.5,8.5,"Pursat","Kampong Pou",2008,0,66,73.99023345,88.0116158087348,6.611197459,143.3827341,"CP",20.04384909,0,"MUA",1
"1221",1221,150307,9073,1795,2183,2088,640,0,1456,15,141,186,0,0.813575273,0.830167568,0.0983103410909091,0.0771674522727273,0.171165938363636,0.903435872363636,0.00965217863636364,0.048885758,0.136848878363636,0.350298909727273,0.265617321272727,0,0.000555231181818182,1,2,1,"Pursat","Kbal Trach",2008,-4,599,172.2005491,52.688566020374,41.03180063,158.1860655,"CP",35.78928562,0,"MUA",1
"1222",1222,150308,4814,1051,1110,1317,402,0,1004,23,10,13,0,0.745297327571429,0.677030949714286,0.145151184714286,0.210664912571429,0.213181464285714,0.996626180857143,0,0.00274725271428571,0.0613317755714286,0.388170762714286,0.509351745428571,0,0.000393004571428571,2.333333333,3,5,"Pursat","Ou Sandan",2008,-4,325,85.19345048,56.5066912171862,48.85145406,145.4062712,"CP",21.87680845,0,"MUA",1
"1223",1223,150309,5277,1059,1137,1330,343,0,978,8,116,25,0,0.7117159098,0.697066562,0.100725249,0.1330674031,0.1784239282,0.9950427351,0.0049572649,0,0.0885223139,0.74981599,0.2074554846,0,0.0049994117,3.6666666665,2.5,8.5,"Pursat","Sna Ansa",2008,0,307,87.61511254,60.2293354082131,33.69827414,148.5180295,"CP",25.10651547,0,"MUA",1
"1224",1224,150310,7415,1251,1586,1446,169,0,1239,13,17,0,0,0.6368266692,0.598647261,0.1295888328,0.1950521416,0.1888448386,0.9908063062,0.0051380118,0.0008298756,0.0548204282,0.3332679078,0.5331035722,0,0.0006398758,11.9999999975,6,7,"Pursat","Svay Sa",2008,0,1055,195.795145,37.871214835281,92.80417848,141.8905594,"CP",32.20147192,0,"none",0
"1225",1225,150311,11738,2377,2848,2844,600,0,2091,20,105,51,0,0.662495319642857,0.653807597785714,0.115899152285714,0.113708976214286,0.185539338,0.927276406285714,0.000598640428571429,0.0117037832857143,0.159368773642857,0.356720700214286,0.670000867214286,0,0.00102247378571429,4.1666666665,4.5,3,"Pursat","Tnaot Chum",2008,0,704,169.1011059,69.4140936425419,54.12414986,136.9924329,"CP",18.08124035,0,"none",0
"1226",1226,150402,8687,1648,1926,2086,512,0,1402,6,30,26,0,0.794439649875,0.828259949,0.058563711375,0.05467480975,0.168674772625,0.8788257245,0.00647205475,0.0915438235,0.167132115625,0.520314366,0.368143173625,0.0001565435,0.00079014375,1.666666667,1.5,1.2,"Pursat","Leach",2008,0,16,20.70605977,419.539018842502,26.53292256,108.6679007,"CP",25.0536485,0,"none",0
"1227",1227,150403,16482,3069,3635,3939,718,0,3038,16,160,121,0,0.588677629230769,0.594481670461538,0.221008516230769,0.174744837923077,0.197646038538462,0.992629453307692,0,0.00357989923076923,0.0358447913846154,0.241153669076923,0.667341767076923,0,0.00161145969230769,8.166666667,8,5,"Pursat","Phteah Rung",2008,0,368,156.0798327,105.599805656378,40.13457965,98.76154267,"CP",28.15573921,0,"none",0
"1228",1228,150404,9298,1913,2111,2342,659,0,1865,14,29,20,0,0.679951477571429,0.627875646714286,0.149702444142857,0.157127385142857,0.202325848857143,0.992816912428571,0.00197044328571429,0.002606322,0.0832597048571429,0.439007874,0.359376003285714,0,0.00244190071428571,5.666666667,2,2,"Pursat","Prongil",2008,0,10862,1133.125435,8.20562288410727,240.3278579,123.523567,"FBD",40.02976466,0,"WS",1
"1229",1229,150405,4216,900,935,1062,358,0,765,2,41,14,0,0.81102383925,0.7295086175,0.14980168475,0.13019563175,0.17792213525,0.846227314,0.003125,0.0521365375,0.161540273,0.648313186,0.46373044675,0,0.001029369,2.1,1.5,3,"Pursat","Rokat",2008,0,9266,852.3412019,4.94637592386932,416.1189838,94.92082025,"FBE",54.95917927,0,"MULTI",1
"1230",1230,150406,4588,1118,832,1035,242,0,1099,41,28,19,0,0.42701214125,0.554255214,0.1924851945,0.16053653825,0.23027976975,1,0,0,0.0554361935,0.48420820175,0.372458526,0,0.01041439925,1.6666666665,0.75,1.4,"Pursat","Santreae",2008,-2,6687,667.3330753,6.87512753348463,246.4462212,108.0486586,"FBE",50.22869165,0,"WS",1
"1231",1231,150407,14886,2344,2811,3006,746,793,2277,17,247,4,0.0445679627272727,0.642523803090909,0.677357983636364,0.165485928181818,0.136914409090909,0.193268248545455,0.980372397272727,0,0.0131507141818182,0.0455893701818182,0.399424350818182,0.5337131,0,0.00448802827272727,9,5,5,"Pursat","Samraong",2008,0,4730,546.5870117,27.2344561457862,142.5898949,90.0917826,"FBE",43.66188988,0,"NP",1
"1232",1232,150501,6761,1263,1519,1608,333,0,1255,21,40,22,0,0.73523433,0.651177377125,0.155908610375,0.122226501125,0.183918803,0.9942975955,0,0.000494071125,0.079921560625,0.14009218275,0.494396243875,0,0.00114439925,6.866666667,3.5,5.25,"Pursat","Chamraeun Phal",2008,0,30,58.95570999,114.679307587794,19.80022056,116.6161607,"CP",10.18218723,0,"none",0
"1233",1233,150506,13811,2758,2760,3895,746,0,2106,20,774,169,0,0.654578471,0.670212644307692,0.0262787015384615,0.0579663675384615,0.137801743230769,0.707812246230769,0.00638304453846154,0.0369091428461538,0.374223549538462,0.392813472846154,0.22026248,0.00803141176923077,0.00340785692307692,2.45,2,3,"Pursat","Roleab",2008,0,638,204.3918851,67.5711757990924,42.71108665,126.3682546,"CP",11.03403874,0,"none",0
"1234",1234,150601,973,241,214,232,47,901,241,11,17,15,0.94909371825,0.533368644,0.61373530825,0.30132750275,0.35038959775,0.2480448485,1,0,0,0.156084656,0,0.07052469125,0,0,44.75,0.75,63,"Pursat","Ou Saom",2008,-10,15042,1325.325186,0.734159442737701,601.1013467,49.75057305,"FBE",60.94787371,0,"MULTI",1
"1235",1235,150602,1602,363,411,390,47,0,363,17,125,5,0,0.480108413333333,0.603496641333333,0.119607316,0.183147271333333,0.223590475,1,0,0,0.0586388956666667,0,0.0538572696666667,0,0.0146983873333333,26.66666667,5,40,"Pursat","Krapeu Pir",2008,0,5447,705.6238463,2.2703314356512,228.829316,56.34394773,"FBE",67.60982393,0,"WS",1
"1236",1236,150603,3009,657,666,679,75,0,657,15,416,8,0,0.622434527,0.647694209,0.2635290754,0.1912848272,0.2182603046,1,0,0,0.0883709472,0,0.3732383688,0,0.0006349206,8,1,12,"Pursat","Anlong Reab",2008,-49,6490,656.8599259,4.58088533240508,567.1679854,23.37498548,"FBE",71.52629619,0,"WS",1
"1237",1237,150604,4569,1017,1144,1089,172,364,963,19,285,0,0.1489851038,0.6807870396,0.6335398818,0.2554272954,0.2355141708,0.2173517424,0.9732673268,0,0.0217821782,0.1090348684,0.0204031118,0.3215660124,0.001189768,0.0027956968,6.666666667,10,10,"Pursat","Pramaoy",2008,0,8679,865.8891034,5.27665723250167,264.1457311,52.61079202,"FBE",76.87348443,0,"MULTI",1
"1238",1238,150605,1248,325,279,334,9,0,325,11,83,13,0,0.620353270666667,0.609179905333333,0.243722369666667,0.267530864333333,0.255778166333333,1,0,0,0.159799178333333,0,0.221597283666667,0,0.00226373066666667,53.33333333,0,0,"Pursat","Thma Da",2008,-31,8598,806.2592563,1.54788920592018,621.761147,12.00653498,"FBE",63.731232,0,"WS",1
"1239",1239,160101,2535,556,590,562,62,2239,522,14,23,17,0.92651439925,0.60648346,0.43453102375,0.47368336625,0.654604325,0.21310488975,0.96028037375,0,0.00700934575,0.00634785575,0.10858204625,0.9312125055,0,0.00333141475,32.33333333,3,7,"Ratanak Kiri","Malik",2008,0,422,131.5180192,19.2749253328171,169.2001863,19.29748855,"MN",33.41996604,1,"none",0
"1240",1240,160103,5856,1204,1226,1317,297,5728,1199,26,17,35,0.983458462083333,0.0688296178333333,0.0786713240833333,0.852955588833333,0.84649886575,0.206811188416667,0.997362869166667,0,0,0,0.13716940225,0.73483792375,0,0.00492299333333333,55.833333335,5,5.5,"Ratanak Kiri","Nhang",2008,-21,2740,301.7259045,19.4083435086695,232.1695726,3.99547511,"FBE",46.42756248,1,"NP",1
"1241",1241,160104,2165,451,413,436,115,1675,451,12,0,7,0.797972967,0.2859903382,0.2721009842,0.6546152684,0.7440606838,0.2064834096,1,0,0,0.0176010102,0.0158862778,0.465838799,0,0.0011111112,40,4,13,"Ratanak Kiri","Ta Lav",2008,-43,1578,201.5071708,10.7440345244528,151.2974944,17.20698251,"FBE",33.10906541,1,"none",0
"1242",1242,160201,5921,1348,1420,1394,168,833,833,27,64,418,0.203354599,0.3786932175,0.47605896275,0.3339565495,0.2778065675,0.15790319625,0.736946453,0,0.0189774535,0.46530801025,0.0324670605,0.1842934745,0.000148456,0.00693023175,5.4166666665,3.75,5.5,"Ratanak Kiri","Kachanh",2008,0,179,132.6370211,44.6406286185811,242.7869124,47.92542045,"MN",10.28945623,0,"none",0
"1243",1243,160203,2302,472,547,500,137,2161,472,17,8,41,0.8738250856,0.4693906336,0.5716941944,0.6916458926,0.5730418506,0.2053682794,1,0,0,0.0324759616,0.268414162,0.349051019,0,0.0091022866,2.666666667,0.5,4,"Ratanak Kiri","Yeak Laom",2008,0,19,57.37280447,40.1235397374327,330.3874341,44.34532164,"MN",6.854115975,0,"none",0
"1244",1244,160301,2749,590,592,631,87,2649,583,35,37,18,0.965612164333333,0.239246293166667,0.304052702333333,0.897734562833333,0.743864306333333,0.212660695,0.993975903666667,0,0.00200803216666667,0,0.186218369166667,0.620274691166667,0,0.0180855236666667,6.33333333316667,3.5,7,"Ratanak Kiri","Kak",2008,0,129,96.05784557,28.6181725572507,266.5087893,26.70024642,"MN",24.02278668,1,"none",0
"1245",1245,160302,3760,786,786,853,99,3756,782,50,55,50,0.999161425555556,0.204138782222222,0.208643016888889,0.802439538444444,0.677104181888889,0.208049117,0.99837794,0,0.00162206,0.001984127,0.00694444444444444,0.371140461,0,0.00817272466666667,22.73333333,4,17,"Ratanak Kiri","Ke Chong",2008,0,145,104.8760688,35.8518396334093,253.5868286,21.49654366,"MN",28.98477491,1,"none",0
"1246",1246,160303,5149,782,1347,1387,231,2034,757,4,13,0,0.6897890064,0.2284303534,0.464744908,0.4674162942,0.4733370946,0.1588562816,0.9217213114,0,0,0.0300692292,0.0516367166,0.4141382082,0.000557103,0.0010883774,16,5,7,"Ratanak Kiri","La minh",2008,0,78,54.13639333,95.1116186963761,290.1606928,30.86975173,"MN",22.37571569,0,"none",0
"1247",1247,160304,4154,620,1056,625,174,3719,613,10,20,12,0.8669097675,0.232642777,0.24136903375,0.75721660275,0.62953835775,0.150252386,0.97222222225,0,0.02777777775,0.0151313275,0,0.30305129625,0,0.00177537275,21.216666665,6,20.5,"Ratanak Kiri","Lung Khung",2008,0,247,118.9883762,34.9109730938575,244.3859926,36.44312575,"MN",21.27544886,0,"none",0
"1248",1248,160305,2767,544,533,592,96,2692,540,8,105,22,0.967120426666667,0.183443113333333,0.390790200333333,0.624561248333333,0.613500459,0.191185755333333,0.989071038333333,0,0.0109289616666667,0,0.0238095238333333,0.410381968666667,0,0.00432389933333333,15.83333333,13.5,15.5,"Ratanak Kiri","Seung",2008,0,68,46.4666874,59.5480365574758,241.1841652,27.66867167,"MN",30.47703384,0,"none",0
"1249",1249,160306,2702,551,547,603,217,2639,549,41,23,24,0.98136094675,0.26261824925,0.48804319025,0.7172422955,0.402016,0.207567277,0.997311828,0,0.002688172,0,0.02113291875,0.16835836475,0,0.0023070275,10.91666667,7,19,"Ratanak Kiri","Ting Chak",2008,0,52,47.03834722,57.4424944686651,321.5572629,36.55112551,"MN",14.62861697,0,"none",0
"1250",1250,160401,1601,347,357,440,92,0,347,0,0,0,0,0.574482283333333,0.548247434666667,0.325665387333333,0.187702152,0.229985949666667,1,0,0,0.0222222223333333,0.122236522333333,0.628418895,0,0,32.66666667,2,24,"Ratanak Kiri","Serei Mongkol",2008,0,6106,545.4840804,2.93500774362837,113.4182503,79.67783858,"MTSH",47.71611324,0,"WS",1
"1251",1251,160402,1714,334,389,380,97,0,330,2,35,0,0,0.6924127,0.700239695666667,0.201030901333333,0.112652979,0.192923504,0.987332738333333,0,0.0126672616666667,0.0335798173333333,0.183615819333333,0.95215311,0,0.00178039366666667,20,0,22,"Ratanak Kiri","Srae Angkrong",2008,0,3930,369.0479888,4.64438244352248,100.4955767,84.51452182,"FBD",50.42619821,0,"WS",1
"1252",1252,160403,2798,663,577,630,152,2670,633,19,16,11,0.9533063984,0.3207643668,0.3080777812,0.7195061552,0.480511597,0.227113877,0.9627329192,0,0,0.0122137404,0.2725841764,0.4219492934,0,0.0057389172,6.666666667,2,10,"Ratanak Kiri","Ta Ang",2008,0,830,162.1811737,17.2523107100932,159.3706592,61.26107226,"MTSH",11.86466177,0,"none",0
"1253",1253,160404,2443,555,523,525,136,2206,550,6,10,0,0.91745182625,0.3077772215,0.3077795675,0.780051256,0.51056390625,0.22420959725,0.9924242425,0,0,0.01823319175,0.68112232725,0.42300313125,0,0.004276107,15.666666665,4,32.5,"Ratanak Kiri","Toen",2008,0,2501,300.6516284,8.12568357936757,136.7849523,66.22270229,"MTSH",21.90722993,0,"none",0
"1254",1254,160405,4751,998,1179,1127,171,0,923,19,281,25,0,0.7225211518,0.7380480284,0.2393942386,0.2152867614,0.1953298064,0.9570731962,0.006890397,0.025693114,0.0566936584,0.3096203604,0.1109538866,0,0.0056647,14.33333333,1,1.5,"Ratanak Kiri","Trapeang Chres",2008,0,2328,256.2179334,18.5428082139078,121.917319,76.67429501,"MTSH",28.75877839,0,"none",0
"1255",1255,160406,2112,480,493,526,105,13,460,4,76,20,0.00602688933333333,0.601450216333333,0.753143788666667,0.311238305666667,0.248614269,0.219439453666667,0.956461067333333,0.00555809733333333,0.033964771,0.0610017666666667,0.406553095,0.168008372333333,0,0.008032714,14.76666667,0.25,8,"Ratanak Kiri","Trapeang Kraham",2008,0,4894,464.8295397,4.54360108301869,92.9769416,67.805299,"MTSH",40.62029952,0,"none",0
"1256",1256,160501,4078,777,1048,941,215,106,724,13,46,34,0.0263617411666667,0.4563219605,0.568521759833333,0.4006432985,0.450824438666667,0.1813958495,0.965106047166667,0,0.0161692563333333,0.0997013815,0.5374334605,0.410259115666667,0,0.00274859,26,5,9,"Ratanak Kiri","Chey Otdam",2008,0,7252,669.8377344,6.08804161152973,116.8641409,64.58841973,"MTSH",44.92494317,0,"WS",1
"1257",1257,160502,3146,784,777,769,103,2420,784,3,0,0,0.826149425333333,0.593748553666667,0.499213628666667,0.625887636,0.484574161333333,0.240312002,1,0,0,0,0.114942528666667,0.104839391666667,0,0.00197481366666667,23,0.3,17,"Ratanak Kiri","Ka Laeng",2008,0,5205,520.210511,6.04755177659223,126.5821247,53.34634351,"MTSH",36.28768473,0,"WS",1
"1258",1258,160503,1456,281,399,377,82,1413,281,5,12,19,0.971635884,0.4534088685,0.50254085525,0.65725716525,0.5262538805,0.200410148,1,0,0,0.0398550725,0.457703322,0.44759218925,0,0.00676509625,12,0.15,16.5,"Ratanak Kiri","La Bang Muoy",2008,0,259,50.79849598,28.6622659177399,135.0760714,55.31601462,"MC",15.19843985,0,"none",0
"1259",1259,160504,1089,258,212,203,83,1010,249,9,15,6,0.9249360615,0.4804941945,0.4918378575,0.383019802,0.514139272,0.2294739755,0.97,0,0,0,0.1296296295,0.428888889,0,0.0159310845,9.666666665,3,13.5,"Ratanak Kiri","La Bang Pir",2008,0,91,33.6118061,32.3993300675384,171.1258372,54.35933705,"MN",10.50257345,0,"none",0
"1260",1260,160505,3583,749,752,623,170,2823,739,4,10,19,0.82456036175,0.5163138935,0.4355378305,0.40892464125,0.35356608775,0.20285649725,0.9876237625,0,0.01113861375,0.00873913925,0.09825989775,0.300292856,0,0.002719932,24.16666667,17,12.5,"Ratanak Kiri","Pa Tang",2008,0,717,104.0835711,34.4242608332258,122.981481,58.48292041,"FBD",20.98891075,0,"none",0
"1261",1261,160506,4744,933,1063,1008,220,4729,925,6,5,0,0.997421351142857,0.715178747,0.634270936857143,0.492001655,0.317499837285714,0.195660951714286,0.993072575285714,0,0.00692742471428571,0.0175551007142857,0.331090132285714,0.524415155428571,0,0.00298637071428571,48.66666667,9,35,"Ratanak Kiri","Seda",2008,0,4467,449.2248103,10.5604140537827,141.8029095,38.43282612,"MTSH",41.95912472,0,"WS",1
"1262",1262,160601,2549,566,544,539,192,2549,566,15,22,8,1,0.377291236,0.4832348758,0.7550445684,0.6454288242,0.2186375164,1,0,0,0.006453235,0.9498305084,0.3104092792,0,0.009519514,4.666666667,2.5,7,"Ratanak Kiri","Cha Ung",2008,0,161,56.6086806,45.0284297917376,176.1913193,54.11840103,"MN",7.031484408,0,"none",0
"1263",1263,160602,2502,601,575,592,121,2494,601,1,18,36,0.993421052625,0.16577853625,0.227100776125,0.768344422625,0.67748003275,0.23592139175,1,0,0,0.033118826625,0.129728289375,0.752240088125,0,0.002862595375,20,4.5,24.5,"Ratanak Kiri","Chan",2008,0,544,107.3986139,23.2963900477304,240.8648498,35.27700713,"SL",20.92149284,0,"none",0
